CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v
Environment,Analytical Chemistry (Environmental Forensic and Pharmaceutical),TU851,349,0.0,0,0.0,349,0.0,419,8,Technological University Dublin,0.0,0,0
Physical sciences,Chemical Sciences with Medicinal Chemistry,TU852,476,0.0,0,0.0,476,0.0,498,8,Technological University Dublin,0.0,0,0
Biological and related sciences,Science (General Entry),TU854,476,0.0,0,0.0,476,0.0,495,8,Technological University Dublin,0.0,0,0
Physical sciences,Science with Nanotechnology,TU855,331,0.0,319,0.0,319,0.0,368,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computer Science,TU856,476,0.0,0,0.0,476,0.0,487,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computer Science (Infrastructure),TU857,391,0.0,0,0.0,391,0.0,419,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computer Science (International),TU858,377,0.0,0,0.0,377,0.0,424,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computing,TU859,217,0.0,234,0.0,217,0.0,308,8,Technological University Dublin,0.0,avp,0
Information and Communication Technologies (ICTs),Computing (Information Technology),TU860,260,0.0,0,0.0,260,0.0,329,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computing with Language (French/German/Spanish),TU861,308,0.0,308,0.0,308,0.0,348,8,Technological University Dublin,0.0,avp,0
Information and Communication Technologies (ICTs),Computing with Data Analytics,TU862,226,0.0,226,0.0,226,0.0,288,8,Technological University Dublin,0.0,avp,0
Information and Communication Technologies (ICTs),Digital Forensics and Cyber Security,TU863,280,0.0,0,0.0,280,0.0,338,8,Technological University Dublin,0.0,0,0
Biological and related sciences,DNA and Forensic Analysis,TU864,400,0.0,390,0.0,390,0.0,429,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computing with IT Management,TU865,226,0.0,0,0.0,226,0.0,331,8,Technological University Dublin,0.0,0,0
Health,Biomedical and Molecular Diagnostics,TU866,487,0.0,0,0.0,487,0.0,498,8,Technological University Dublin,0.0,0,0
Health,Biomedical Science,TU867,524,0.0,0,0.0,524,0.0,542,8,Technological University Dublin,0.0,0,0
Health,Clinical Measurement Science,TU868,510,0.0,0,0.0,510,0.0,520,8,Technological University Dublin,0.0,0,0
Hygiene and occupational health services,Environmental Health,TU869,336,0.0,0,0.0,336,0.0,375,8,Technological University Dublin,0.0,0,0
Health,Human Nutrition and Dietetics,TU870,578,0.0,0,0.0,578,0.0,589,8,Technological University Dublin,0.0,0,0
Health,Optometry,TU871,509,0.0,0,0.0,509,0.0,530,8,Technological University Dublin,0.0,0,0
Biological and related sciences,Public Health Nutrition,TU872,491,0.0,0,0.0,491,0.0,512,8,Technological University Dublin,0.0,0,0
Mathematics and statistics,Industrial Mathematics,TU873,250,0.0,250,0.0,250,0.0,392,8,Technological University Dublin,0.0,avp,0
Mathematics and statistics,Mathematical Sciences,TU874,341,0.0,0,0.0,343,0.0,407,8,Technological University Dublin,0.0,0,0
Biological and related sciences,Pharmaceutical Healthcare,TU875,400,0.0,0,0.0,400,0.0,440,8,Technological University Dublin,0.0,0,0
Biological and related sciences,Pharmaceutical Science,TU876,377,0.0,349,0.0,349,0.0,391,8,Technological University Dublin,0.0,0,0
Physical sciences,Physics Technology,TU877,308,0.0,0,0.0,308,0.0,373,8,Technological University Dublin,0.0,0,0
Physical sciences,Physics with Energy and Environment,TU878,337,0.0,337,0.0,331,0.0,444,8,Technological University Dublin,0.0,avp,0
Health,Physics with Medical Physics and Bioengineering,TU879,351,0.0,0,0.0,351,0.0,403,8,Technological University Dublin,0.0,0,0
Physical sciences,Physics with Data Science,TU880,578,0.0,0,0.0,0,0.0,0,8,Technological University Dublin,0.0,0,0
Manufacturing and processing,Food Innovation,TU881,318,0.0,0,0.0,318,0.0,389,8,Technological University Dublin,0.0,0,0
Biological and related sciences,Nutraceuticals in Health and Nutrition,TU882,397,0.0,0,0.0,397,0.0,442,8,Technological University Dublin,0.0,0,0
Business and administration,Business,TU901,270,0.0,0,0.0,270,0.0,307,8,Technological University Dublin,0.0,0,0
Business and administration,Business (Common Entry with Award options),TU902,271,0.0,0,0.0,271,0.0,359,8,Technological University Dublin,0.0,0,0
Business and administration,Business and Management,TU903,463,0.0,0,0.0,463,0.0,485,8,Technological University Dublin,0.0,0,0
Business and administration,Business and Law,TU904,462,0.0,0,0.0,462,0.0,487,8,Technological University Dublin,0.0,0,0
Social and behavioural sciences,Economics and Finance,TU905,465,0.0,0,0.0,465,0.0,488,8,Technological University Dublin,0.0,0,0
Business and administration,Human Resource Management,TU906,395,0.0,0,0.0,395,0.0,414,8,Technological University Dublin,0.0,0,0
Business and administration,Logistics and Supply Chain Management,TU907,300,0.0,0,0.0,300,0.0,387,8,Technological University Dublin,0.0,0,0
Business and administration,Management,TU908,262,0.0,253,0.0,253,0.0,337,8,Technological University Dublin,0.0,avp,0
Business and administration,Accounting and Finance,TU909,285,0.0,0,0.0,285,0.0,326,8,Technological University Dublin,0.0,0,0
Business and administration,Accounting and Finance,TU910,444,0.0,0,0.0,444,0.0,466,8,Technological University Dublin,0.0,0,0
Business and administration,Accounting and Finance,TU911,209,0.0,192,0.0,192,0.0,319,8,Technological University Dublin,0.0,avp,0
Information and Communication Technologies (ICTs),Business Analytics,TU912,330,0.0,0,0.0,330,0.0,366,8,Technological University Dublin,0.0,0,0
Business and administration,Business and Information Technology,TU913,252,0.0,0,0.0,252,0.0,299,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Business Computing,TU914,324,0.0,0,0.0,324,0.0,366,8,Technological University Dublin,0.0,0,0
Business and administration,International Business,TU915,252,0.0,0,0.0,252,0.0,302,8,Technological University Dublin,0.0,0,0
Business and administration,International Business,TU916,235,0.0,235,0.0,235,0.0,337,8,Technological University Dublin,0.0,avp,0
Law,Law (LLB ) with a Language,TU917,342,0.0,0,0.0,342,0.0,433,8,Technological University Dublin,0.0,0,0
Law,Law (LLB),TU918,451,0.0,0,0.0,451,0.0,478,8,Technological University Dublin,0.0,0,0
Business and administration,Advertising and Marketing Communications,TU919,228,0.0,226,0.0,226,0.0,311,8,Technological University Dublin,0.0,avp,0
Business and administration,Digital Marketing,TU920,270,0.0,0,0.0,270,0.0,318,8,Technological University Dublin,0.0,0,0
Business and administration,Digital Marketing Technologies,TU921,212,0.0,212,0.0,234,0.0,300,8,Technological University Dublin,0.0,avp,v
Business and administration,Marketing,TU922,418,0.0,0,0.0,418,0.0,443,8,Technological University Dublin,0.0,0,0
Business and administration,Marketing Management,TU923,228,0.0,276,0.0,228,0.0,318,8,Technological University Dublin,0.0,avp,0
Business and administration,E-Commerce in Retailing,TU924,307,0.0,0,0.0,307,0.0,380,8,Technological University Dublin,0.0,0,0
Business and administration,Retail and Services Management,TU925,301,0.0,0,0.0,301,0.0,362,8,Technological University Dublin,0.0,0,0
Personal services,Sports Management and Coaching,TU935,300,0.0,0,0.0,300,0.0,347,8,Technological University Dublin,0.0,0,0
Biological and related sciences,Sports Science and Health,TU936,410,0.0,391,0.0,391,0.0,419,8,Technological University Dublin,0.0,0,0
Personal services,Botanical Cuisine,TU941,249,0.0,0,0.0,249,0.0,257,8,Technological University Dublin,0.0,avp,0
Personal services,Culinary Arts,TU942,212,0.0,212,0.0,212,0.0,340,8,Technological University Dublin,0.0,avp,0
Personal services,Culinary Entrepreneurship,TU943,278,0.0,0,0.0,279,0.0,357,8,Technological University Dublin,0.0,0,0
Personal services,Culinary Science,TU944,316,0.0,0,0.0,316,0.0,379,8,Technological University Dublin,0.0,0,0
Personal services,International Hospitality and Tourism Management,TU951,184,0.0,184,0.0,200,0.0,298,8,Technological University Dublin,0.0,avp,v
Personal services,International Hospitality Management,TU952,300,0.0,0,0.0,306,0.0,368,8,Technological University Dublin,0.0,0,0
Personal services,Tourism and Digital Marketing,TU953,290,0.0,0,0.0,290,0.0,359,8,Technological University Dublin,0.0,0,0
Personal services,Event Management,TU954,356,0.0,0,0.0,356,0.0,404,8,Technological University Dublin,0.0,0,0
Personal services,Sports & Leisure Management,TU955,217,0.0,317,0.0,217,0.0,347,8,Technological University Dublin,0.0,avp,0
Arts,Commercial Modern Music,TU961,608,0.0,608,0.0,608,0.0,848,8,Technological University Dublin,1.0,avp,0
Arts,Drama (Performance),TU962,379,0.0,0,0.0,379,0.0,500,8,Technological University Dublin,1.0,0,0
Arts,Music,TU963,416,0.0,0,0.0,416,0.0,535,8,Technological University Dublin,1.0,0,0
Business and administration,International Business and Languages,TU965,356,0.0,346,0.0,346,0.0,413,8,Technological University Dublin,0.0,0,0
Languages,Languages and English Studies,TU966,366,0.0,0,0.0,434,0.0,466,8,Technological University Dublin,0.0,avp,v
Arts,Languages and International Tourism,TU967,308,0.0,0,0.0,326,0.0,388,8,Technological University Dublin,0.0,0,0
Arts,Contemporary Visual Culture,TU971,290,0.0,0,0.0,290,0.0,320,8,Technological University Dublin,0.0,0,0
Arts,Creative and Cultural Industries,TU972,281,0.0,0,0.0,281,0.0,369,8,Technological University Dublin,0.0,0,0
Arts,Design - Visual Communication,TU973,717,0.0,0,0.0,717,0.0,865,8,Technological University Dublin,1.0,0,0
Arts,Fine Art,TU974,709,0.0,563,0.0,563,0.0,826,8,Technological University Dublin,1.0,0,0
Arts,Interior Design,TU975,632,0.0,0,0.0,632,0.0,879,8,Technological University Dublin,1.0,0,0
Arts,Photography,TU976,695,0.0,0,0.0,695,0.0,926,8,Technological University Dublin,1.0,0,0
Arts,Creative Digital Media,TU981,280,0.0,0,0.0,282,0.0,318,8,Technological University Dublin,0.0,0,0
Arts,Creative Digital Media,TU982,320,0.0,311,0.0,311,0.0,352,8,Technological University Dublin,0.0,0,0
Arts,Film and Broadcasting,TU983,456,0.0,451,0.0,451,0.0,484,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Game Design,TU984,381,0.0,0,0.0,381,0.0,419,8,Technological University Dublin,0.0,0,0
Journalism and information,Journalism,TU985,322,0.0,0,0.0,322,0.0,377,8,Technological University Dublin,0.0,0,0
Business and administration,Print Media Technology and Management,TU986,289,0.0,0,0.0,289,0.0,300,8,Technological University Dublin,0.0,0,0
Welfare,Applied Social Studies in Social Care,TU991,325,0.0,0,0.0,325,0.0,352,8,Technological University Dublin,0.0,0,0
Social and behavioural sciences,Community and Youth Development,TU992,251,0.0,0,0.0,253,0.0,297,8,Technological University Dublin,0.0,0,0
Welfare,Early Childhood Care and Education,TU993,270,0.0,0,0.0,270,0.0,311,8,Technological University Dublin,0.0,0,0
Welfare,Early Childhood Care and Education,TU994,321,0.0,251,0.0,230,0.0,304,8,Technological University Dublin,0.0,0,0
Education,Early Childhood Education,TU995,367,0.0,0,0.0,367,0.0,409,8,Technological University Dublin,0.0,0,0
Social and behavioural sciences,Social Care,TU996,400,0.0,0,0.0,400,0.0,419,8,Technological University Dublin,0.0,0,0
Welfare,Applied Social Care,TU997,310,0.0,283,0.0,270,0.0,318,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Applied Computing (options),WD001,260,0.0,260,0.0,260,0.0,413,8,Waterford Institute of Technology,0.0,avp,0
Physical sciences,Science (options),WD002,308,0.0,0,0.0,308,0.0,388,8,Waterford Institute of Technology,0.0,0,0
Business and administration,Business,WD003,AQA,0.0,171,0.0,AQA,0.0,372,6,Waterford Institute of Technology,0.0,avp,0
Health,Health Sciences (options),WD005,280,0.0,0,0.0,280,0.0,338,8,Waterford Institute of Technology,0.0,0,0
Personal services,Exercise Sciences (options),WD006,280,0.0,0,0.0,280,0.0,359,8,Waterford Institute of Technology,0.0,0,0
Engineering and engineering trades,Engineering (options),WD007,288,0.0,288,0.0,288,0.0,409,8,Waterford Institute of Technology,0.0,avp,0
Engineering and engineering trades,Electronic Engineering,WD010,181,0.0,0,0.0,181,0.0,318,6,Waterford Institute of Technology,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,WD011,198,0.0,0,0.0,198,0.0,341,6,Waterford Institute of Technology,0.0,0,0
Law,Legal Studies,WD013,177,0.0,0,0.0,177,0.0,367,6,Waterford Institute of Technology,0.0,0,0
Welfare,Applied Social Care,WD018,171,0.0,0,0.0,171,0.0,293,7,Waterford Institute of Technology,0.0,0,0
Personal services,Recreation and Sport Management,WD019,174,0.0,0,0.0,174,0.0,309,7,Waterford Institute of Technology,0.0,0,0
Architecture and construction,Construction Management and Engineering,WD025,269,0.0,0,0.0,269,0.0,341,8,Waterford Institute of Technology,0.0,0,0
Arts,Music,WD027,262,0.0,0,0.0,262,0.0,409,8,Waterford Institute of Technology,1.0,0,0
Business and administration,Business (options),WD048,271,0.0,0,0.0,271,0.0,371,8,Waterford Institute of Technology,0.0,0,0
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Forestry,WD076,243,0.0,0,0.0,243,0.0,326,7,Waterford Institute of Technology,0.0,0,0
Business and administration,Accounting,WD084,308,0.0,0,0.0,308,0.0,411,8,Waterford Institute of Technology,0.0,0,0
Personal services,Hospitality Management,WD091,228,0.0,0,0.0,228,0.0,310,8,Waterford Institute of Technology,0.0,0,0
Architecture and construction,Architectural Technology,WD094,166,0.0,150,0.0,150,0.0,351,7,Waterford Institute of Technology,0.0,avp,0
Agriculture,Horticulture (Waterford - Kildalton),WD096,260,0.0,0,0.0,260,0.0,389,7,Waterford Institute of Technology,0.0,0,0
Agriculture,Horticulture (Dublin - National Botanic Gardens),WD097,AQA,0.0,0,0.0,AQA,0.0,408,7,Waterford Institute of Technology,0.0,0,0
Health,General Nursing,WD116,422,0.0,0,0.0,422,0.0,451,8,Waterford Institute of Technology,0.0,0,0
Health,Psychiatric Nursing,WD117,366,0.0,0,0.0,366,0.0,388,8,Waterford Institute of Technology,0.0,0,0
Health,Intellectual Disability Nursing,WD120,377,0.0,0,0.0,377,0.0,388,8,Waterford Institute of Technology,0.0,0,0
Agriculture,Agriculture,WD126,327,0.0,0,0.0,327,0.0,430,7,Waterford Institute of Technology,0.0,0,0
Business and administration,International Business,WD134,290,0.0,0,0.0,290,0.0,362,8,Waterford Institute of Technology,0.0,0,0
Arts,Design (Visual Communications),WD137,271,0.0,0,0.0,271,0.0,351,8,Waterford Institute of Technology,0.0,0,0
Architecture and construction,Civil Engineering,WD139,206,0.0,0,0.0,206,0.0,379,7,Waterford Institute of Technology,0.0,0,0
Law,Laws,WD140,280,0.0,0,0.0,280,0.0,367,8,Waterford Institute of Technology,0.0,0,0
Architecture and construction,Architecture,WD144,284,0.0,0,0.0,284,0.0,359,8,Waterford Institute of Technology,0.0,0,0
Physical sciences,Pharmaceutical Science,WD147,293,0.0,0,0.0,293,0.0,390,8,Waterford Institute of Technology,0.0,0,0
Welfare,Early Childhood Studies,WD149,271,0.0,0,0.0,271,0.0,368,8,Waterford Institute of Technology,0.0,0,0
Law,Criminal Justice Studies,WD150,270,0.0,0,0.0,270,0.0,331,8,Waterford Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Software Systems Development,WD151,AQA,0.0,AQA,0.0,AQA,0.0,356,7,Waterford Institute of Technology,0.0,avp,0
Arts,Visual Art,WD152,AQA,0.0,0,0.0,AQA,0.0,317,8,Waterford Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Multimedia Applications Development,WD153,163,0.0,0,0.0,163,0.0,353,7,Waterford Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Information Technology,WD155,211,0.0,0,0.0,211,0.0,338,7,Waterford Institute of Technology,0.0,0,0
Business and administration,Business,WD159,195,0.0,0,0.0,195,0.0,388,7,Waterford Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computer Forensics and Security,WD161,255,0.0,0,0.0,255,0.0,380,8,Waterford Institute of Technology,0.0,0,0
Architecture and construction,Quantity Surveying,WD162,216,0.0,0,0.0,216,0.0,306,8,Waterford Institute of Technology,0.0,0,0
Social and behavioural sciences,Psychology,WD163,434,0.0,0,0.0,434,0.0,473,8,Waterford Institute of Technology,0.0,0,0
Biological and related sciences,Food Science with Business,WD164,309,0.0,0,0.0,309,0.0,440,7,Waterford Institute of Technology,0.0,0,0
Personal services,Culinary Arts,WD172,AQA,0.0,AQA,0.0,AQA,0.0,301,6,Waterford Institute of Technology,0.0,avp,0
Personal services,Hospitality Studies,WD173,AQA,0.0,0,0.0,AQA,0.0,310,6,Waterford Institute of Technology,0.0,0,0
Personal services,Tourism,WD174,AQA,0.0,0,0.0,AQA,0.0,226,6,Waterford Institute of Technology,0.0,0,0
Physical sciences,Pharmaceutical Science,WD175,226,0.0,0,0.0,226,0.0,392,7,Waterford Institute of Technology,0.0,0,0
Biological and related sciences,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",WD177,222,0.0,0,0.0,222,0.0,473,7,Waterford Institute of Technology,0.0,0,0
Engineering and engineering trades,Electrical Engineering,WD182,AQA,0.0,0,0.0,AQA,0.0,302,7,Waterford Institute of Technology,0.0,0,0
Business and administration,Retail Management,WD184,163,0.0,0,0.0,163,0.0,346,7,Waterford Institute of Technology,0.0,0,0
Personal services,Sports Coaching and Performance,WD186,270,0.0,0,0.0,270,0.0,344,8,Waterford Institute of Technology,0.0,0,0
Welfare,Social Science,WD187,272,0.0,0,0.0,272,0.0,348,8,Waterford Institute of Technology,0.0,0,0
Health,Applied Health Care,WD188,201,0.0,0,0.0,201,0.0,349,7,Waterford Institute of Technology,0.0,0,0
Agriculture,Agricultural Science,WD191,377,0.0,0,0.0,377,0.0,420,8,Waterford Institute of Technology,0.0,0,0
Welfare,Social Care Practice,WD192,270,0.0,0,0.0,270,0.0,326,8,Waterford Institute of Technology,0.0,0,0
Business and administration,Marketing and Digital Media,WD193,271,0.0,0,0.0,271,0.0,347,8,Waterford Institute of Technology,0.0,0,0
Personal services,Culinary Arts,WD194,217,0.0,0,0.0,217,0.0,321,8,Waterford Institute of Technology,0.0,0,0
Architecture and construction,Architectural and Building Information Modelling Technology,WD195,279,0.0,0,0.0,279,0.0,367,8,Waterford Institute of Technology,0.0,0,0
